"faj","Faj","a word you call somebody who pisses you off or is very annoying. very similar to -fag- but is more ""appropriate"" when out in public. a faj is someone who can't take a joke, is annoying, whines all the time, and pretty much anything you want it to be. faj can be used in place of words that you may forget how to pronounce and is a fun word to joke around with. you can use faj however you like. everything is faj. the world revolves around the word faj."
"fat","Fat","""fat"" is a term that is being used more and more often now days. this word is being thrown around lightly. fat, or obese, means to be over sized, or enlarged. hollywood portrays that any woman over 100 pounds is ""fat"".  genetics, stress levels, work habits, etc can effect a persons weight. not all ""fat"" people can help how big they are. sure they can increase exercize habits, and eat healthier, but that does not always mean they will get thin. && anybody who uses this word as an insult, is a hateful human being."
"fax","Fax","a. a slang word with two meanings. i. a hot person ii. a situation, event or occurrence that is pleasing. b) anything that isn't fax is defax."
"fay","Fairy","another word for a fairy (faerie, fairie, faery). the fay (fey, fae) also include elves, sprites, pixies, brownies, mermaids, dryads, imps, nymphs, and other small mythical creatures."
"faz","Fazio","the coolest nickname anyone could ask for.  it holds the cool status of the ""fonz"" with the italian twist from fazio."
"fbq","Fbq-","fbq- facebook quote. to quote someone on facebook"
"fbz","Fbz","fbz stands for federal bureau of zion, its been in existance since 2002 and is based out of commack long island. its members are made of the realist kids u will ever know. if you think you are living your life, your are wrong, the fbz controls everything and everyone. our members span the country from simple civilians to major celebrities such as george lucas, partick warburton, dane cook, karl malone and many others. the founding members are jay and rory. fbz takes shots, but not from guns."
"fck","Fuck","it means [fuck], used in [chatbox]es or [webboard]s (bbs) where ""fuck"" is [censor]ed."
"fco","Fcos","fcos is short for “of course”, chat-wize."
"fcz","Fcz'","when you live in the czech republic (cz) and then you live in the usa for while and return to the cz and it's no longer the 'cz', it's now the 'fcz' because it fucking suck."
"fdx","Fdx","diminuitive of the term [foda-se]. a portuguese native word, meaning [fuck] it.  fdx was adapted for the internet, just like many other words. for fast typing, the portuguese community started to type it ""fdx"". and that is how it began."
"fea","Fea","fea can be used as an endearing expression to refer to a girl. it literally means ugly, but when someone is beautiful and you call them fea, it is culturally acceptable- as a tease."
"feg","Feg-","feg- noun- a generally unattractive, pale-skinned female who has no social life whatsoever. has tendencies to try to fit in with others, but fails miserably.  her attitude is always the same, no matter what the situation, and she has the habit of butting into conversations that she was not invited into.  feg is also a know-it-all who looks to outdo anyone in any academic subject, all the time. she has the annoying habit of always scoring at least one point higher than anyone else on a given assignment, and if -in the rare case- she is not the tip top, to her, it is the end of the world.  feg also enjoys coasters.  feg- verb.- to feg something up can also mean to totally take the enjoyment and life out of a situation or activity. the action has been known to compromise social lives, and can lead to an early death."
"fen","Fence","short for [fence]. it has been used most recently by cool kids on the east coast and in the midwestern us, but is believed to have originated in the sanfran area"
"fer","Ffer","to forget, to reject an offer"
"fez","Fez","a fez is another name for a condom. kind of like a fez but for your other head."
"fgr","Fgr'S","a slang term on facebook for ""faggot""; which came into use after the fgr's at facebook started issuing temp bans for typing out the full word ""faggot"" in response to general faggotry from some faggots."
"fid","Fids","the word ""fids"" comes from the word ""kids"" the ""f"" means feathered. its a word that bird owners will use, usually the more advanced owners."
"fif","Fifth","fif: means to plead the fifth amendment; to not tell something to someone else because of whatever circumstances.  in the superlative, fif can be written as ""fizzif"""
"fik","F.Ik","fik or f.ik or f.i.k (for those who are extra ocd) is an acronym for sms which stands for ""fuck i know"". usually used when a surprise element precedes the usage of fik."
"fin","Fins","adjective used to describe one with an outstanding personality.

‘fins’ are thoughtful, charming, handsome and incredibly helpful. they are also known for being exceptionally intelligent, and always giving good company.

they generally prefer the night.

'fins' take advantage of those who just don't get sarcasm :l"
"fit","F'It","f'it or fit is a contraction of the words fuck it. used by people who say they don't swear but still use a word to replace the ""swear word""."
